customerid,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,gender,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount
4036,54037,0,19.0,Mobile Phone,1,32.0,Debit Card,Female,4.0,5,Laptop & Accessory,1,Married,2,0,14.0,1.0,4.0,9.0,184.06
4037,54038,0,10.0,Computer,2,9.0,UPI,Male,4.0,5,Laptop & Accessory,1,Single,3,0,22.0,2.0,2.0,9.0,163.86
4038,54039,0,14.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,4,Grocery,5,Married,4,0,,10.0,12.0,17.0,293.23
4039,54040,0,1.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,5,Mobile Phone,3,Married,3,1,14.0,1.0,2.0,1.0,154.33
4040,54041,0,1.0,Mobile Phone,3,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,3,Single,2,0,15.0,1.0,2.0,8.0,190.0
4041,54042,0,22.0,Computer,1,29.0,Credit Card,Female,3.0,4,Grocery,1,Married,5,0,,1.0,5.0,8.0,296.74
4042,54043,0,18.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,2,Laptop & Accessory,5,Married,4,0,16.0,3.0,3.0,3.0,175.33
4043,54044,1,1.0,Computer,1,23.0,COD,Male,3.0,6,Mobile Phone,5,Married,3,1,24.0,4.0,4.0,1.0,148.07
4044,54045,1,20.0,Mobile Phone,1,31.0,Debit Card,Male,4.0,4,Mobile Phone,1,Single,3,0,17.0,1.0,2.0,1.0,150.87
4045,54046,0,10.0,Mobile Phone,3,24.0,E wallet,Male,3.0,5,Laptop & Accessory,4,Married,4,0,17.0,2.0,2.0,4.0,180.07
4046,54047,0,15.0,Mobile Phone,3,15.0,E wallet,Female,3.0,4,Laptop & Accessory,4,Married,7,0,22.0,2.0,2.0,5.0,168.93
4047,54048,0,16.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,4,Fashion,5,Married,11,0,14.0,4.0,,8.0,258.48
4048,54049,0,5.0,Mobile Phone,3,17.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Married,4,1,12.0,1.0,2.0,5.0,190.83
4049,54050,0,8.0,Mobile Phone,3,10.0,Credit Card,Female,4.0,5,Laptop & Accessory,1,Married,5,1,13.0,1.0,2.0,2.0,206.03
4050,54051,0,5.0,Mobile Phone,1,11.0,Credit Card,Female,4.0,2,Mobile Phone,3,Married,10,0,13.0,3.0,3.0,3.0,164.78
4051,54052,0,1.0,Computer,1,13.0,UPI,Male,4.0,2,Mobile Phone,1,Married,2,0,19.0,3.0,8.0,8.0,150.44
4052,54053,0,19.0,Computer,1,7.0,Credit Card,Male,3.0,4,Laptop & Accessory,3,Single,6,0,13.0,2.0,2.0,4.0,178.99
4053,54054,0,7.0,Mobile Phone,3,17.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Single,3,0,15.0,1.0,2.0,10.0,179.87
4054,54055,0,2.0,Computer,3,7.0,Debit Card,Male,3.0,5,Laptop & Accessory,1,Married,3,1,13.0,1.0,2.0,8.0,193.34
4055,54056,1,1.0,Computer,3,31.0,COD,Male,3.0,2,Mobile Phone,5,Single,3,0,18.0,2.0,2.0,1.0,135.91
4056,54057,0,13.0,Computer,3,28.0,Debit Card,Female,3.0,6,Laptop & Accessory,3,Married,8,0,20.0,1.0,2.0,3.0,182.36
4057,54058,0,1.0,Phone,1,9.0,COD,Male,3.0,4,Mobile Phone,4,Married,3,0,12.0,2.0,2.0,3.0,147.26
4058,54059,0,8.0,Computer,1,29.0,UPI,Male,3.0,5,Laptop & Accessory,1,Married,3,1,16.0,4.0,7.0,12.0,182.47
4059,54060,1,1.0,Mobile Phone,3,20.0,E wallet,Female,3.0,4,Laptop & Accessory,3,Single,5,1,12.0,3.0,3.0,,223.54
4060,54061,0,21.0,Computer,1,21.0,COD,Male,4.0,4,Laptop & Accessory,4,Married,10,0,19.0,1.0,2.0,8.0,179.67
4061,54062,0,30.0,Mobile Phone,3,18.0,E wallet,Female,3.0,5,Laptop & Accessory,5,Married,6,0,17.0,1.0,2.0,1.0,178.8
4062,54063,0,13.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,4,Laptop & Accessory,5,Married,3,0,26.0,5.0,8.0,10.0,176.51
4063,54064,0,12.0,Computer,1,15.0,Credit Card,Female,3.0,5,Laptop & Accessory,4,Married,3,1,17.0,2.0,2.0,8.0,146.33
4064,54065,0,31.0,Mobile Phone,3,28.0,Debit Card,Female,4.0,4,Grocery,1,Married,6,1,,2.0,2.0,1.0,303.75
4065,54066,1,1.0,Computer,1,12.0,Debit Card,Female,3.0,2,Mobile Phone,3,Single,5,1,15.0,1.0,2.0,4.0,149.32
4066,54067,0,12.0,Mobile Phone,1,16.0,Debit Card,Male,4.0,4,Mobile Phone,1,Married,4,0,20.0,2.0,2.0,4.0,172.71
4067,54068,0,23.0,Computer,1,9.0,Debit Card,Male,3.0,4,Others,1,Married,5,0,,3.0,5.0,4.0,316.61
4068,54069,0,16.0,Mobile Phone,3,19.0,E wallet,Male,4.0,4,Laptop & Accessory,1,Married,5,1,13.0,1.0,2.0,1.0,175.87
4069,54070,1,1.0,Computer,2,29.0,UPI,Female,3.0,5,Mobile Phone,4,Married,3,0,13.0,2.0,2.0,1.0,153.63
4070,54071,0,9.0,Mobile Phone,3,25.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,2,0,17.0,1.0,2.0,5.0,25.0
4071,54072,0,2.0,Computer,1,23.0,Credit Card,Male,3.0,4,Mobile Phone,3,Single,3,0,15.0,1.0,2.0,5.0,146.44
4072,54073,0,5.0,Computer,1,10.0,Credit Card,Male,3.0,4,Mobile Phone,5,Married,3,1,14.0,1.0,3.0,4.0,155.65
4073,54074,0,10.0,Computer,1,16.0,Debit Card,Male,4.0,2,Mobile Phone,4,Married,3,0,23.0,2.0,2.0,3.0,153.1
4074,54075,0,8.0,Mobile Phone,3,7.0,E wallet,Male,3.0,4,Fashion,1,Single,3,0,22.0,2.0,3.0,,223.88
4075,54076,0,8.0,Mobile Phone,3,20.0,Credit Card,Male,3.0,4,Fashion,3,Married,3,0,19.0,2.0,2.0,,211.28
4076,54077,0,1.0,Mobile Phone,1,7.0,Credit Card,Male,4.0,4,Mobile Phone,5,Single,2,0,14.0,4.0,8.0,7.0,153.67
4077,54078,0,3.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,2,0,13.0,2.0,2.0,3.0,178.73
4078,54079,0,6.0,Computer,1,22.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Married,7,0,19.0,1.0,2.0,3.0,191.67
4079,54080,0,5.0,Computer,1,7.0,Debit Card,Male,3.0,6,Laptop & Accessory,5,Married,3,0,22.0,2.0,9.0,8.0,175.03
4080,54081,1,1.0,Phone,1,24.0,COD,Male,3.0,5,Mobile Phone,1,Married,7,0,13.0,1.0,2.0,4.0,148.67
4081,54082,0,12.0,Mobile Phone,3,7.0,Debit Card,Male,3.0,5,Mobile Phone,5,Single,6,0,15.0,1.0,2.0,1.0,153.58
4082,54083,0,9.0,Mobile Phone,3,14.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Married,3,1,12.0,2.0,2.0,10.0,177.04
4083,54084,0,1.0,Mobile Phone,3,16.0,E wallet,Male,3.0,4,Laptop & Accessory,1,Single,3,0,15.0,1.0,2.0,8.0,166.05
4084,54085,0,6.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,5,Laptop & Accessory,1,Single,10,0,25.0,1.0,2.0,,221.79
4085,54086,1,1.0,Computer,3,33.0,E wallet,Male,4.0,4,Laptop & Accessory,1,Married,3,1,12.0,1.0,2.0,9.0,181.17
4086,54087,1,17.0,Mobile Phone,3,31.0,Debit Card,Male,4.0,4,Fashion,5,Single,8,1,14.0,3.0,3.0,,229.48
4087,54088,0,28.0,Mobile Phone,1,16.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Married,5,0,12.0,1.0,3.0,4.0,153.97
4088,54089,0,7.0,Computer,1,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,3,0,21.0,3.0,3.0,9.0,184.68
4089,54090,0,17.0,Mobile Phone,1,18.0,Debit Card,Male,2.0,4,Fashion,3,Married,3,0,18.0,2.0,2.0,10.0,200.1
4090,54091,0,12.0,Computer,2,7.0,UPI,Male,3.0,4,Mobile Phone,4,Married,2,1,12.0,2.0,2.0,3.0,154.91
4091,54092,0,29.0,Mobile Phone,2,33.0,UPI,Male,4.0,2,Others,4,Married,6,1,,2.0,2.0,5.0,321.36
4092,54093,0,5.0,Phone,1,9.0,Credit Card,Female,3.0,6,Mobile Phone,1,Married,3,1,12.0,2.0,2.0,1.0,136.29
4093,54094,0,13.0,Mobile Phone,3,22.0,E wallet,Male,4.0,4,Grocery,5,Single,2,0,13.0,5.0,,11.0,258.41
4094,54095,0,16.0,Computer,1,30.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Single,3,0,13.0,3.0,4.0,8.0,168.32
4095,54096,0,5.0,Computer,1,17.0,Credit Card,Female,3.0,4,Fashion,3,Married,6,0,21.0,4.0,,9.0,235.31
4096,54097,0,28.0,Mobile Phone,1,17.0,Credit Card,Female,4.0,4,Laptop & Accessory,5,Single,8,1,20.0,1.0,2.0,5.0,169.4
4097,54098,0,1.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Single,3,0,13.0,2.0,2.0,3.0,171.17
4098,54099,0,1.0,Mobile Phone,1,19.0,UPI,Male,4.0,4,Mobile Phone,1,Single,3,0,14.0,2.0,2.0,5.0,151.47
4099,54100,0,14.0,Computer,1,18.0,COD,Female,4.0,4,Laptop & Accessory,3,Married,3,0,12.0,3.0,10.0,5.0,188.23
4100,54101,0,14.0,Mobile Phone,3,9.0,E wallet,Female,4.0,4,Laptop & Accessory,4,Married,5,0,15.0,2.0,6.0,11.0,181.77
4101,54102,0,1.0,Phone,2,9.0,UPI,Female,3.0,4,Mobile Phone,4,Married,6,0,15.0,1.0,2.0,3.0,146.87
4102,54103,0,4.0,Mobile Phone,1,7.0,Credit Card,Male,4.0,4,Mobile Phone,4,Married,3,0,14.0,1.0,2.0,8.0,162.48
4103,54104,0,1.0,Mobile Phone,1,9.0,UPI,Male,3.0,4,Mobile Phone,3,Married,8,1,20.0,1.0,2.0,3.0,164.77
4104,54105,0,21.0,Mobile Phone,1,32.0,Credit Card,Male,3.0,4,Fashion,3,Single,4,0,24.0,2.0,13.0,,211.33
4105,54106,0,7.0,Computer,1,7.0,Credit Card,Male,3.0,5,Mobile Phone,3,Married,3,0,13.0,1.0,2.0,1.0,145.08
4106,54107,0,12.0,Mobile Phone,3,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Married,2,0,16.0,5.0,6.0,9.0,169.4
4107,54108,0,5.0,Mobile Phone,3,9.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,2,0,20.0,2.0,2.0,3.0,155.67
4108,54109,0,12.0,Computer,1,13.0,Debit Card,Male,4.0,5,Laptop & Accessory,3,Married,4,0,12.0,3.0,8.0,8.0,178.21
4109,54110,0,16.0,Mobile Phone,1,25.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,8,1,18.0,1.0,2.0,3.0,179.1
4110,54111,0,15.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,4,Mobile Phone,1,Married,5,0,23.0,1.0,2.0,1.0,152.82
4111,54112,0,21.0,Computer,1,7.0,Credit Card,Female,4.0,4,Fashion,4,Married,2,0,19.0,1.0,,13.0,244.57
4112,54113,0,9.0,Mobile Phone,1,18.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,9,1,12.0,1.0,3.0,3.0,151.6
4113,54114,0,1.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,4,Mobile Phone,3,Single,2,0,13.0,1.0,2.0,3.0,158.75
4114,54115,0,9.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,4,Laptop & Accessory,3,Single,3,0,20.0,1.0,2.0,9.0,175.98
4115,54116,0,7.0,Mobile Phone,1,22.0,Credit Card,Female,4.0,4,Laptop & Accessory,1,Married,2,1,14.0,6.0,9.0,2.0,37.0
4116,54117,0,6.0,Mobile Phone,1,36.0,Debit Card,Female,3.0,5,Mobile Phone,4,Single,3,0,14.0,4.0,5.0,2.0,153.37
4117,54118,0,14.0,Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,10,0,20.0,1.0,2.0,1.0,149.06
4118,54119,0,6.0,Phone,3,7.0,Credit Card,Male,4.0,5,Mobile Phone,4,Married,2,0,15.0,1.0,3.0,3.0,147.69
4119,54120,0,13.0,Mobile Phone,1,31.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Single,9,0,14.0,2.0,2.0,8.0,166.08
4120,54121,0,12.0,Mobile Phone,1,17.0,Credit Card,Female,3.0,6,Fashion,3,Married,5,0,13.0,2.0,,12.0,257.06
4121,54122,0,6.0,Mobile Phone,3,7.0,E wallet,Female,3.0,4,Fashion,1,Married,3,0,20.0,4.0,6.0,,229.22
4122,54123,0,11.0,Mobile Phone,1,17.0,Debit Card,Female,3.0,2,Fashion,1,Married,3,1,26.0,,7.0,9.0,262.44
4123,54124,0,1.0,Mobile Phone,3,15.0,UPI,Female,3.0,4,Laptop & Accessory,3,Married,2,1,23.0,2.0,2.0,5.0,174.07
4124,54125,0,26.0,Computer,3,127.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,4,0,16.0,2.0,2.0,1.0,159.82
4125,54126,0,18.0,Phone,1,7.0,Credit Card,Male,3.0,4,Mobile Phone,1,Single,8,1,13.0,1.0,2.0,3.0,149.36
4126,54127,0,1.0,Phone,3,12.0,Credit Card,Male,3.0,4,Mobile Phone,5,Single,3,1,12.0,2.0,2.0,3.0,148.8
4127,54128,0,13.0,Computer,1,16.0,Debit Card,Male,3.0,4,Others,1,Single,4,0,,1.0,2.0,4.0,319.31
4128,54129,1,1.0,Computer,3,16.0,E wallet,Male,3.0,4,Mobile Phone,5,Married,3,0,20.0,2.0,2.0,1.0,142.9
4129,54130,0,10.0,Mobile Phone,3,10.0,Credit Card,Female,4.0,5,Fashion,1,Married,2,0,20.0,4.0,4.0,5.0,201.44
4130,54131,0,10.0,Computer,1,11.0,Debit Card,Female,4.0,4,Laptop & Accessory,4,Married,9,0,14.0,2.0,2.0,3.0,176.31
4131,54132,0,30.0,Computer,1,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,3,0,22.0,1.0,2.0,10.0,188.06
4132,54133,1,1.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,11,1,15.0,3.0,3.0,3.0,172.87
4133,54134,0,16.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,4,Others,3,Married,7,0,,2.0,5.0,15.0,313.8
4134,54135,1,20.0,Phone,1,14.0,COD,Male,4.0,4,Mobile Phone,3,Married,10,0,12.0,7.0,10.0,9.0,148.39
4135,54136,0,15.0,Mobile Phone,1,35.0,Debit Card,Female,3.0,5,Grocery,4,Married,2,0,24.0,2.0,,11.0,260.7
4136,54137,0,8.0,Mobile Phone,3,35.0,E wallet,Female,4.0,5,Laptop & Accessory,3,Married,3,0,22.0,2.0,2.0,8.0,192.12
4137,54138,0,10.0,Computer,3,22.0,E wallet,Male,3.0,6,Laptop & Accessory,1,Married,3,0,25.0,5.0,12.0,12.0,179.06
4138,54139,0,15.0,Mobile Phone,3,10.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Married,4,0,12.0,1.0,2.0,,214.38
4139,54140,0,6.0,Phone,1,9.0,COD,Male,4.0,4,Mobile Phone,5,Single,3,0,15.0,2.0,2.0,3.0,149.39
4140,54141,0,9.0,Mobile Phone,2,33.0,Debit Card,Female,3.0,4,Fashion,1,Single,3,1,17.0,2.0,2.0,,213.37
4141,54142,0,12.0,Mobile Phone,3,17.0,Debit Card,Female,4.0,4,Laptop & Accessory,1,Married,3,0,12.0,1.0,2.0,10.0,178.43
4142,54143,1,14.0,Computer,3,7.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Married,9,0,13.0,2.0,2.0,2.0,192.28
4143,54144,0,10.0,Mobile Phone,3,18.0,E wallet,Female,4.0,5,Laptop & Accessory,1,Married,6,0,14.0,2.0,2.0,1.0,191.52
4144,54145,0,19.0,Mobile Phone,3,27.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Single,10,0,16.0,2.0,2.0,2.0,173.5
4145,54146,0,14.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,5,Mobile Phone,3,Single,4,0,15.0,1.0,3.0,3.0,153.09
4146,54147,0,9.0,Computer,1,25.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Married,3,1,15.0,2.0,2.0,3.0,181.89
4147,54148,0,14.0,Phone,1,9.0,Credit Card,Female,4.0,4,Mobile Phone,3,Married,4,0,15.0,2.0,2.0,3.0,145.01
4148,54149,0,9.0,Mobile Phone,1,7.0,Debit Card,Female,4.0,6,Mobile Phone,1,Married,3,0,13.0,1.0,2.0,2.0,154.77
4149,54150,0,3.0,Mobile Phone,1,20.0,UPI,Male,3.0,5,Laptop & Accessory,4,Married,6,1,14.0,2.0,2.0,4.0,165.25
4150,54151,0,3.0,Mobile Phone,1,35.0,Credit Card,Female,4.0,5,Mobile Phone,5,Single,3,0,15.0,1.0,2.0,5.0,162.85
4151,54152,1,14.0,Mobile Phone,3,35.0,E wallet,Male,3.0,5,Fashion,5,Married,6,1,14.0,1.0,,1.0,233.54000000000002
4152,54153,0,13.0,Mobile Phone,3,31.0,E wallet,Female,3.0,5,Grocery,1,Married,2,0,12.0,2.0,,7.0,245.31
4153,54154,0,5.0,Computer,1,12.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Single,2,0,20.0,1.0,2.0,,224.36
4154,54155,0,1.0,Mobile Phone,3,12.0,UPI,Female,2.0,5,Mobile Phone,3,Single,2,0,19.0,1.0,2.0,1.0,154.66
4155,54156,0,10.0,Computer,1,30.0,Credit Card,Male,3.0,2,Laptop & Accessory,1,Married,6,0,18.0,1.0,2.0,4.0,150.71
4156,54157,0,13.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,5,Fashion,5,Married,6,0,16.0,2.0,2.0,,224.91
4157,54158,0,1.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,2,Laptop & Accessory,4,Married,3,1,21.0,2.0,2.0,4.0,186.42
4158,54159,0,23.0,Computer,3,9.0,Credit Card,Male,4.0,5,Laptop & Accessory,4,Married,4,0,15.0,2.0,2.0,9.0,178.9
4159,54160,0,8.0,Mobile Phone,1,15.0,Credit Card,Male,3.0,2,Laptop & Accessory,3,Married,4,0,13.0,1.0,2.0,3.0,169.04
4160,54161,1,5.0,Mobile Phone,3,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,1,Single,10,1,12.0,1.0,2.0,6.0,184.93
4161,54162,0,23.0,Computer,1,15.0,Debit Card,Male,4.0,5,Laptop & Accessory,4,Married,3,0,24.0,1.0,2.0,8.0,176.3
4162,54163,1,1.0,Phone,1,9.0,UPI,Male,4.0,5,Mobile Phone,3,Single,8,1,16.0,1.0,2.0,1.0,145.9
4163,54164,0,7.0,Computer,1,10.0,Debit Card,Female,3.0,4,Mobile Phone,3,Married,3,1,12.0,3.0,4.0,1.0,154.09
4164,54165,0,1.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,11,0,13.0,2.0,3.0,3.0,159.68
4165,54166,0,6.0,Computer,1,9.0,Debit Card,Male,4.0,4,Mobile Phone,1,Single,2,0,14.0,2.0,4.0,7.0,155.68
4166,54167,0,31.0,Mobile Phone,1,10.0,Credit Card,Female,3.0,2,Mobile Phone,5,Married,6,1,21.0,1.0,2.0,1.0,151.7
4167,54168,0,4.0,Mobile Phone,1,31.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,3,0,23.0,2.0,2.0,1.0,151.93
4168,54169,0,12.0,Computer,1,30.0,Debit Card,Male,3.0,5,Fashion,3,Single,2,0,22.0,2.0,2.0,,220.26
4169,54170,0,10.0,Mobile Phone,1,34.0,Credit Card,Male,4.0,4,Laptop & Accessory,3,Married,8,0,14.0,1.0,8.0,8.0,177.37
4170,54171,0,9.0,Phone,1,23.0,Credit Card,Male,3.0,2,Mobile Phone,4,Married,2,0,14.0,2.0,2.0,4.0,149.26
4171,54172,0,3.0,Mobile Phone,1,22.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Single,2,1,13.0,2.0,2.0,9.0,166.93
4172,54173,0,5.0,Mobile Phone,1,33.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,3,0,18.0,4.0,5.0,4.0,154.11
4173,54174,0,8.0,Mobile Phone,1,26.0,Credit Card,Male,4.0,4,Mobile Phone,1,Married,2,0,12.0,1.0,2.0,3.0,151.61
4174,54175,1,1.0,Phone,1,31.0,Debit Card,Male,3.0,5,Mobile Phone,3,Single,7,1,15.0,1.0,2.0,4.0,145.28
4175,54176,0,3.0,Mobile Phone,1,28.0,Debit Card,Female,3.0,2,Fashion,5,Married,3,0,12.0,7.0,9.0,,224.8
4176,54177,0,6.0,Mobile Phone,1,12.0,Debit Card,Male,4.0,2,Mobile Phone,4,Married,2,1,13.0,2.0,2.0,6.0,157.98
4177,54178,0,1.0,Computer,1,23.0,Credit Card,Male,4.0,2,Mobile Phone,1,Married,3,1,14.0,1.0,2.0,1.0,154.35
4178,54179,0,27.0,Mobile Phone,3,9.0,Debit Card,Female,4.0,5,Grocery,1,Married,4,0,17.0,,4.0,8.0,279.27
4179,54180,0,12.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,4,Mobile Phone,1,Single,7,1,12.0,1.0,2.0,3.0,164.44
4180,54181,0,1.0,Computer,1,18.0,UPI,Female,4.0,2,Laptop & Accessory,3,Married,2,0,19.0,1.0,2.0,4.0,165.11
4181,54182,1,1.0,Mobile Phone,3,16.0,Debit Card,Male,3.0,5,Mobile Phone,5,Single,9,0,24.0,1.0,2.0,4.0,159.07
4182,54183,0,8.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,4,Fashion,4,Single,2,0,12.0,1.0,,12.0,244.94
4183,54184,0,1.0,Phone,1,22.0,Debit Card,Male,4.0,4,Mobile Phone,1,Single,3,0,15.0,2.0,2.0,1.0,137.32
4184,54185,1,1.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,4,Mobile Phone,5,Single,4,0,12.0,1.0,2.0,4.0,154.6
4185,54186,0,27.0,Mobile Phone,1,12.0,UPI,Female,3.0,4,Others,3,Married,6,0,,2.0,5.0,9.0,315.94
4186,54187,1,1.0,Computer,1,23.0,Debit Card,Female,4.0,6,Mobile Phone,5,Single,3,1,23.0,1.0,7.0,8.0,164.19
4187,54188,0,16.0,Mobile Phone,3,15.0,E wallet,Male,3.0,4,Laptop & Accessory,4,Married,2,0,12.0,3.0,5.0,3.0,193.25
4188,54189,0,18.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,5,Fashion,1,Married,5,0,15.0,1.0,6.0,,227.48
4189,54190,0,20.0,Mobile Phone,3,9.0,E wallet,Female,3.0,4,Others,5,Single,5,0,,3.0,3.0,2.0,314.47
4190,54191,0,7.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,4,Mobile Phone,1,Single,6,0,12.0,1.0,2.0,1.0,149.96
4191,54192,0,18.0,Mobile Phone,1,17.0,UPI,Male,3.0,4,Laptop & Accessory,1,Married,4,1,14.0,1.0,2.0,4.0,189.65
4192,54193,0,4.0,Phone,1,16.0,Credit Card,Male,3.0,5,Mobile Phone,3,Single,3,0,14.0,1.0,2.0,9.0,147.06
4193,54194,1,3.0,Phone,3,12.0,COD,Male,3.0,4,Laptop & Accessory,1,Married,5,0,15.0,1.0,2.0,1.0,145.86
4194,54195,1,1.0,Phone,1,7.0,Credit Card,Male,4.0,4,Mobile Phone,1,Married,4,1,17.0,1.0,3.0,1.0,147.93
4195,54196,0,17.0,Mobile Phone,1,9.0,Credit Card,Female,4.0,2,Mobile Phone,3,Married,3,0,13.0,2.0,2.0,5.0,151.45
4196,54197,1,14.0,Mobile Phone,3,10.0,E wallet,Male,3.0,5,Mobile Phone,3,Married,3,1,15.0,2.0,2.0,3.0,151.83
4197,54198,0,9.0,Phone,3,9.0,E wallet,Female,4.0,4,Mobile Phone,1,Married,3,0,14.0,3.0,3.0,3.0,145.14
4198,54199,0,10.0,Mobile Phone,1,12.0,Debit Card,Female,3.0,5,Mobile Phone,5,Married,11,1,15.0,2.0,2.0,1.0,159.19
4199,54200,0,7.0,Computer,3,7.0,Debit Card,Female,3.0,2,Laptop & Accessory,5,Married,4,0,20.0,1.0,2.0,4.0,178.76
4200,54201,0,9.0,Phone,1,11.0,UPI,Male,4.0,4,Mobile Phone,1,Married,3,0,13.0,2.0,2.0,1.0,144.51
4201,54202,0,1.0,Phone,1,9.0,Debit Card,Female,3.0,4,Mobile Phone,5,Married,3,0,14.0,2.0,2.0,1.0,148.41
4202,54203,1,1.0,Phone,1,32.0,Debit Card,Male,3.0,6,Mobile Phone,3,Single,3,0,13.0,1.0,2.0,2.0,147.93
4203,54204,0,1.0,Computer,3,15.0,Debit Card,Male,3.0,4,Fashion,3,Single,3,0,16.0,2.0,2.0,,212.26
4204,54205,0,4.0,Computer,1,7.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Single,3,0,24.0,2.0,4.0,8.0,165.11
4205,54206,1,5.0,Mobile Phone,1,19.0,Cash on Delivery,Female,3.0,4,Others,3,Married,3,0,,2.0,16.0,9.0,320.45
4206,54207,0,8.0,Computer,3,30.0,E wallet,Male,4.0,4,Laptop & Accessory,3,Single,2,0,21.0,1.0,9.0,8.0,170.68
4207,54208,0,11.0,Mobile Phone,1,26.0,Debit Card,Male,4.0,4,Mobile Phone,4,Married,6,0,22.0,1.0,2.0,1.0,155.22
4208,54209,0,20.0,Computer,3,12.0,E wallet,Male,4.0,4,Laptop & Accessory,1,Single,6,1,22.0,2.0,2.0,9.0,182.72
4209,54210,0,9.0,Phone,1,15.0,Debit Card,Male,3.0,2,Mobile Phone,1,Married,3,0,20.0,2.0,2.0,2.0,147.69
4210,54211,1,12.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,5,Fashion,3,Single,11,1,14.0,1.0,2.0,1.0,178.81
4211,54212,1,1.0,Mobile Phone,1,12.0,COD,Male,3.0,4,Mobile Phone,3,Single,3,1,14.0,1.0,3.0,3.0,159.41
4212,54213,0,18.0,Mobile Phone,3,7.0,E wallet,Female,4.0,4,Laptop & Accessory,5,Married,7,1,22.0,2.0,2.0,4.0,179.54
4213,54214,0,9.0,Computer,1,18.0,Credit Card,Male,4.0,5,Fashion,5,Married,4,1,14.0,2.0,3.0,,223.84
4214,54215,0,1.0,Mobile Phone,3,30.0,E wallet,Female,3.0,5,Laptop & Accessory,1,Married,9,1,20.0,1.0,2.0,1.0,166.57
4215,54216,0,7.0,Computer,1,30.0,Debit Card,Female,4.0,4,Fashion,1,Single,3,1,13.0,4.0,,13.0,259.58
4216,54217,0,9.0,Computer,3,6.0,Debit Card,Male,4.0,4,Fashion,5,Married,3,0,23.0,1.0,2.0,,215.69
4217,54218,0,9.0,Mobile Phone,1,30.0,Credit Card,Female,2.0,4,Mobile Phone,5,Married,5,1,16.0,1.0,3.0,3.0,165.14
4218,54219,0,5.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,5,0,23.0,1.0,2.0,8.0,184.15
4219,54220,0,11.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,3,0,19.0,1.0,2.0,8.0,184.93
